0,22,9,57,7,8,19,39,38,3,1,6,2,5,67,0
0,26,45,47,44,17,15,16,64,14,18,13,61,0
0,50,59,51,53,49,55,54,46,42,58,43,41,0
0,23,27,28,30,31,33,60,29,32,34,52,48,56,0
0,4,66,36,63,37,20,35,40,21,24,25,62,0
0,10,12,11,65,0
