0,68,31,32,27,4,6,2,7,9,8,10,30,29,0
0,1,3,49,46,47,44,26,43,5,17,16,15,14,12,0
0,67,63,64,60,39,36,41,42,37,35,40,73,38,34,0
0,56,52,74,53,55,51,57,65,66,62,70,71,61,59,33,0
0,28,25,23,45,48,24,72,20,22,21,69,19,18,54,58,50,0
0,11,13,75,0
