0,9,10,12,11,24,25,37,0
0,19,8,27,2,38,39,0
0,28,29,30,31,4,5,6,18,3,0
0,1,32,14,7,20,21,13,0
0,33,34,17,22,23,16,0
0,35,36,26,15,0
