0,17,90,23,21,29,26,20,22,28,16,13,15,81,77,82,88,72,74,41,0
0,12,89,9,11,10,53,57,55,30,58,85,31,32,6,3,2,8,91,5,35,0
0,61,68,66,69,63,64,60,70,67,62,87,65,24,27,25,19,18,84,14,0
0,71,76,78,75,80,42,39,36,43,4,7,1,33,52,59,56,54,0
0,34,38,86,49,47,46,44,83,50,45,51,48,73,79,40,0
0,37,0
