0,49,15,29,30,28,3,17,16,0
0,44,8,48,11,14,47,10,12,13,32,0
0,9,4,46,1,5,2,50,6,7,39,40,0
0,35,43,33,31,41,42,0
0,20,38,37,36,34,45,24,23,26,22,25,27,0
0,19,21,18,0
