0,48,15,29,41,30,28,3,17,16,0
0,43,8,47,11,14,46,10,12,13,32,0
0,9,4,45,1,5,2,49,6,7,39,0
0,35,42,33,31,40,0
0,20,38,37,36,34,44,24,23,26,22,25,27,0
0,19,21,18,0
