0,35,38,36,20,59,0
0,51,57,49,53,54,0
0,12,41,47,43,46,42,0
0,1,3,6,40,4,0
0,39,19,37,63,0
0,9,66,7,8,2,5,0
0,55,34,29,32,27,0
0,10,60,16,15,17,0
0,64,45,58,11,0
0,30,28,33,61,31,0
0,13,18,14,65,44,0
0,26,56,52,48,50,25,0
0,23,22,21,24,0
0,62,0
